Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzaga,%,Altzaga,128.59,71.41
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzaga,%,Altzaga,129.31,129.31
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzaga,%,Altzaga,113.51,113.51
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzaga,%,Altzaga,101.83,101.83
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzaga,%,Altzaga,105.24,105.24
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,100.52,99.48
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,156.0,156.0
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,105.01,94.99
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,113.05,86.95
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,104.07,95.93
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,105.45,105.45
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,148.61,148.61
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,115.0,115.0
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,146.41,146.41
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,197.9,197.9
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,108.91,91.09
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,151.2,151.2
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,123.95,123.95
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Altzo,%,Altzo,118.58,118.58
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,101.91,101.91
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,145.65,145.65
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,121.27,121.27
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,107.34,92.66
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,109.61,90.39
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,105.55,105.55
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,125.35,125.35
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,115.38,115.38
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,102.86,102.86
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,108.72,108.72
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,114.69,114.69
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,116.22,116.22
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,119.5,80.5
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amezketa,%,Amezketa,115.25,84.75
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,110.68,89.32
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,105.19,94.81
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,103.53,96.47
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,103.69,96.31
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,105.44,105.44
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,106.22,93.78
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,107.35,92.65
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,107.34,92.66
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,101.59,101.59
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,107.55,92.45
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,108.96,91.04
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,108.31,91.69
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,112.82,112.82
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amorebieta-Etxano,%,Amorebieta-Etxano,101.06,101.06
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,111.07,88.93
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,100.52,99.48
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,131.47,68.53
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,104.2,95.8
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,130.04000000000002,69.96
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,114.08,85.92
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,106.77,93.23
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,124.66,75.34
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,116.24,83.76
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,118.12,118.12
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,106.37,106.37
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,104.38,95.62
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,120.47,79.53
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amoroto,%,Amoroto,102.56,97.44
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,120.04,79.96
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,108.59,91.41
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,118.71,81.29
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,136.57,63.43
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,107.6,92.4
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,122.45,77.55
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,121.38,78.62
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,115.52,84.48
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,111.33,88.67
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,114.68,85.32
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,116.67,83.33
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,121.84,78.16
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,112.92,87.08
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Amurrio,%,Amurrio,118.07,81.93
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,104.37,104.37
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,101.6,101.6
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,101.85,98.15
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,115.18,84.82
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,103.82,96.18
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,108.22,108.22
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,101.55,98.45
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,104.62,95.38
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,101.94,98.06
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,100.44,99.56
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,104.56,95.44
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,102.36,97.64
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,104.89,95.11
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Andoain,%,Andoain,100.44,99.56
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,101.45,101.45
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,112.83,87.17
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,104.11,95.89
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,121.8,121.8
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,117.03,82.97
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,108.49,108.49
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,130.86,69.14
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,119.19,80.81
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,131.51999999999998,68.48
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,114.98,85.02
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Anoeta,%,Anoeta,104.59,95.41
